id_pagamento,id_pedido,valor_pago,data_pagamento,metodo_pagamento
2825,7286,213.98,2022-04-03,Cartão de Débito
2826,3567,1531.35,2023-12-29,Boleto
2827,8509,490.0,2024-08-30,Cartão de Débito
2828,1504,1146.6,2023-01-05,Pix
2829,4297,1527.21,2024-06-04,Boleto
2830,5945,1197.01,2022-08-08,Cartão de Débito
2831,317,653.06,2022-06-20,Pix
2832,5102,883.86,2024-04-06,Cartão de Crédito
2833,8872,185.03,2022-10-11,Boleto
2834,9135,1511.03,2023-06-23,Pix
2835,6635,876.1,2024-01-20,Cartão de Crédito
2836,3370,1481.52,2024-11-07,Boleto
2837,5794,1934.0,2023-02-21,Cartão de Crédito
2838,1714,329.67,2023-02-12,Cartão de Crédito
2839,9719,710.32,2023-01-22,Cartão de Crédito
2840,3135,885.34,2024-04-17,Cartão de Débito
2841,9360,1680.66,2024-07-02,Boleto
2842,3375,1845.05,2024-10-03,Pix
2843,7316,244.27,2024-05-17,Cartão de Débito
2844,3041,1330.58,2023-08-03,Pix
2845,7083,259.51,2022-07-31,Pix
2846,2196,1531.21,2024-03-08,Cartão de Débito
2847,4863,1462.44,2022-04-09,Boleto
2848,7092,1541.91,2024-03-04,Cartão de Débito
2849,5835,577.8,2022-11-12,Cartão de Débito
2850,9883,147.64,2024-01-07,Cartão de Crédito
2851,1080,1561.82,2023-06-20,Boleto
2852,9238,495.05,2022-09-15,Cartão de Crédito
2853,594,469.44,2023-12-29,Cartão de Crédito
2854,4902,252.87,2023-12-30,Cartão de Débito
2855,4147,1909.56,2023-08-22,Cartão de Crédito
2856,2075,196.76,2023-11-12,Boleto
2857,9352,311.86,2023-04-07,Pix
2858,6743,1670.69,2024-08-28,Cartão de Débito
2859,4635,892.37,2022-01-01,Boleto
2860,7152,1519.66,2023-08-09,Cartão de Crédito
2861,7874,707.24,2023-08-10,Cartão de Débito
2862,3427,1950.11,2023-02-17,Cartão de Crédito
2863,7369,1634.15,2022-11-28,Cartão de Crédito
2864,2905,38.46,2024-05-09,Pix
2865,9790,1725.08,2024-08-22,Pix
2866,170,273.77,2024-11-14,Pix
2867,8521,198.93,2023-12-14,Cartão de Crédito
2868,1817,1372.51,2023-10-28,Cartão de Crédito
2869,8081,1025.04,2022-07-08,Pix
2870,7271,76.94,2023-06-05,Cartão de Débito
2871,7578,1366.63,2024-05-06,Boleto
2872,8208,742.5,2023-07-25,Boleto
2873,6002,1822.18,2023-02-18,Pix
2874,2038,780.79,2022-03-26,Pix
2875,3093,1576.6,2023-06-20,Boleto
2876,4750,329.36,2023-01-05,Cartão de Crédito
2877,8472,171.48,2024-09-17,Cartão de Crédito
2878,2188,1023.1,2024-03-06,Cartão de Crédito
2879,4375,1086.31,2023-08-11,Boleto
2880,4665,1536.99,2022-03-12,Cartão de Crédito
2881,9853,569.71,2022-06-04,Pix
2882,264,1745.4,2022-02-03,Pix
2883,1216,1210.24,2024-01-10,Cartão de Débito
2884,9477,340.23,2023-10-03,Pix
2885,5101,115.31,2022-01-07,Pix
2886,4551,967.97,2024-10-03,Cartão de Débito
2887,7739,1723.04,2023-09-09,Cartão de Crédito
2888,5557,862.65,2023-09-25,Boleto
2889,9529,71.54,2022-07-29,Boleto
2890,1438,926.63,2023-04-02,Boleto
2891,4046,415.09,2022-01-04,Pix
2892,768,1246.18,2021-11-30,Cartão de Crédito
2893,2612,1282.33,2023-12-25,Cartão de Débito
2894,9441,1532.15,2022-03-22,Cartão de Crédito
2895,1756,659.28,2023-06-09,Boleto
2896,9176,1205.87,2024-10-17,Boleto
2897,6270,742.35,2024-06-10,Cartão de Crédito
2898,276,813.21,2022-10-30,Cartão de Crédito
2899,1107,1014.6,2024-08-19,Pix
2900,8481,1709.18,2022-01-24,Pix
2901,6520,932.29,2024-07-21,Cartão de Crédito
2902,3439,48.71,2023-12-03,Cartão de Crédito
2903,9371,631.62,2022-02-19,Cartão de Crédito
2904,452,1841.83,2023-07-24,Pix
2905,1556,531.21,2024-02-06,Cartão de Débito
2906,2707,1482.6,2024-03-25,Cartão de Débito
2907,150,1196.7,2023-03-23,Cartão de Débito
2908,6016,1656.45,2023-05-31,Cartão de Débito
2909,1182,1480.46,2023-06-12,Cartão de Crédito
2910,1266,1284.02,2024-11-24,Cartão de Crédito
2911,2983,961.82,2021-12-26,Cartão de Débito
2912,1902,1274.15,2023-06-19,Cartão de Débito
2913,3155,1976.8,2024-01-04,Cartão de Crédito
2914,3909,1084.04,2022-09-28,Cartão de Débito
2915,6300,1770.5,2023-07-16,Cartão de Crédito
2916,9086,226.45,2022-09-12,Cartão de Débito
2917,7638,932.8,2023-05-14,Cartão de Crédito
2918,8224,904.47,2022-02-19,Cartão de Crédito
2919,1558,1761.25,2023-11-30,Pix
2920,1355,1254.97,2024-09-29,Pix
2921,8337,252.65,2022-01-13,Pix
2922,5876,111.66,2023-05-08,Cartão de Débito
2923,1031,759.01,2023-02-18,Cartão de Débito
2924,2337,844.5,2024-10-27,Pix
2925,4058,1098.49,2023-07-25,Cartão de Crédito
2926,2200,1347.03,2023-06-11,Cartão de Crédito
2927,7490,503.93,2022-06-28,Boleto
2928,1479,951.77,2022-04-16,Boleto
2929,8456,1595.98,2024-05-30,Boleto
2930,5663,326.99,2022-10-23,Pix
2931,1839,1066.99,2022-07-26,Cartão de Débito
2932,9452,830.8,2022-08-13,Cartão de Débito
2933,8632,915.07,2022-10-24,Pix
2934,4788,1459.34,2022-03-28,Boleto
2935,8158,483.0,2022-12-28,Cartão de Crédito
2936,2679,883.88,2022-02-06,Boleto
2937,3286,1796.07,2024-09-16,Cartão de Débito
2938,5870,1872.81,2024-10-23,Pix
2939,5725,1146.9,2023-02-18,Cartão de Crédito
2940,3259,64.26,2023-03-02,Boleto
2941,6109,948.85,2024-08-10,Pix
2942,4492,1461.95,2024-03-07,Boleto
2943,2635,969.67,2023-08-23,Boleto
2944,7230,1348.2,2024-11-29,Pix
2945,3303,915.57,2024-09-08,Cartão de Crédito
2946,2270,206.92,2023-03-15,Pix
2947,1555,1185.34,2022-01-24,Boleto
2948,2666,1016.11,2022-01-10,Cartão de Crédito
2949,7171,1157.31,2023-09-15,Cartão de Débito
2950,6638,817.88,2023-10-04,Cartão de Débito
2951,5285,755.29,2024-03-14,Boleto
2952,5227,857.81,2024-07-18,Boleto
2953,3970,389.41,2022-05-07,Boleto
2954,3811,1651.1,2021-12-14,Boleto
2955,9781,1317.83,2022-09-01,Pix
2956,3047,442.12,2021-12-22,Cartão de Débito
2957,6938,164.58,2023-12-23,Boleto
2958,9876,1766.18,2024-09-26,Cartão de Débito
2959,3992,205.91,2023-04-24,Pix
2960,8815,1647.97,2022-10-03,Cartão de Crédito
2961,7605,1194.07,2024-02-08,Pix
2962,9656,1601.32,2024-10-31,Cartão de Crédito
2963,3076,330.42,2024-04-26,Pix
2964,1309,1166.44,2022-09-13,Cartão de Crédito
2965,4315,871.3,2023-10-24,Cartão de Crédito
2966,8517,289.52,2024-08-25,Cartão de Débito
2967,5213,1970.38,2022-01-03,Pix
2968,4347,988.72,2023-08-18,Boleto
2969,8092,375.59,2023-09-19,Cartão de Débito
2970,7454,140.61,2023-05-17,Cartão de Crédito
2971,7319,117.65,2023-10-29,Pix
2972,4338,621.55,2023-08-24,Cartão de Débito
2973,6114,1910.22,2022-07-24,Pix
2974,6596,750.29,2022-08-07,Boleto
2975,8237,1560.97,2022-11-30,Boleto
2976,8124,1281.06,2023-01-21,Cartão de Débito
2977,1337,603.33,2024-10-25,Cartão de Débito
2978,6861,1452.7,2024-09-05,Cartão de Crédito
2979,5927,1190.2,2024-03-09,Cartão de Débito
2980,9643,863.32,2024-09-09,Cartão de Débito
2981,3149,227.54,2022-08-20,Boleto
2982,3930,839.68,2023-12-27,Boleto
2983,6935,560.73,2022-06-14,Boleto
2984,6909,794.71,2024-10-23,Cartão de Débito
2985,1243,1991.26,2022-06-15,Pix
2986,2542,1926.12,2023-06-10,Boleto
2987,5302,581.51,2024-04-23,Boleto
2988,3197,627.99,2022-12-20,Cartão de Débito
2989,3658,1147.39,2022-10-03,Cartão de Crédito
2990,7264,1760.29,2024-02-21,Cartão de Débito
2991,7797,1008.61,2022-10-04,Cartão de Débito
2992,4381,327.86,2023-01-31,Cartão de Débito
2993,6464,313.75,2024-03-18,Cartão de Crédito
2994,3058,1570.62,2022-04-11,Cartão de Crédito
2995,4219,994.1,2022-08-29,Cartão de Débito
2996,4777,1893.92,2023-12-26,Cartão de Crédito
2997,3100,1755.85,2023-02-27,Cartão de Débito
2998,5941,1065.9,2024-10-25,Pix
2999,6872,295.01,2022-09-05,Boleto
3000,742,923.04,2023-10-06,Cartão de Débito
3001,5163,1629.18,2022-01-06,Pix
3002,7888,1170.03,2022-01-05,Boleto
3003,5473,664.42,2023-04-01,Boleto
3004,2337,1959.56,2022-09-09,Cartão de Débito
3005,8625,1569.86,2023-04-24,Boleto
3006,9542,225.63,2022-09-01,Pix
3007,5816,1843.11,2023-05-06,Cartão de Crédito
3008,8774,1426.03,2023-03-29,Boleto
3009,9435,1645.52,2022-12-04,Cartão de Crédito
3010,6328,1536.69,2023-08-19,Cartão de Débito
3011,7864,387.58,2023-01-01,Cartão de Crédito
3012,1970,1991.63,2024-10-22,Boleto
3013,1153,157.95,2023-04-23,Boleto
3014,5499,291.81,2022-09-29,Pix
3015,9897,1833.94,2023-10-25,Cartão de Débito
3016,1192,1589.21,2022-01-13,Boleto
3017,1570,727.53,2022-11-11,Cartão de Débito
3018,3265,851.48,2024-02-12,Pix
3019,7853,1213.19,2023-06-16,Cartão de Débito
3020,6711,1986.03,2023-04-10,Cartão de Crédito
3021,8210,403.37,2023-05-05,Cartão de Débito
3022,6881,305.11,2022-05-16,Boleto
3023,4162,838.2,2024-02-29,Pix
3024,5527,1232.14,2023-06-23,Pix
3025,8556,130.08,2024-10-02,Cartão de Crédito
3026,7699,180.48,2023-12-19,Pix
3027,9061,1120.76,2023-05-14,Cartão de Débito
3028,6369,1504.7,2022-01-08,Cartão de Débito
3029,767,1694.42,2023-02-08,Pix
3030,6803,923.04,2024-08-20,Pix
3031,9734,440.16,2023-02-28,Cartão de Crédito
3032,7951,1320.46,2022-09-09,Cartão de Débito
3033,4040,962.44,2022-02-17,Pix
3034,84,1273.01,2023-11-30,Pix
3035,4446,1513.38,2024-01-01,Pix
3036,8283,344.73,2022-04-16,Cartão de Crédito
3037,8035,1567.13,2023-09-10,Boleto
3038,534,66.99,2024-10-29,Cartão de Crédito
3039,8230,1981.57,2023-08-17,Cartão de Débito
3040,4643,1774.86,2024-03-24,Cartão de Débito
3041,4688,1534.1,2024-09-27,Boleto
3042,5906,1062.82,2022-08-20,Cartão de Crédito
3043,3669,1300.09,2023-12-26,Pix
3044,2939,793.32,2023-11-25,Cartão de Crédito
3045,790,72.08,2022-05-28,Boleto
3046,414,591.42,2022-04-21,Pix
3047,8474,820.23,2024-10-26,Pix
3048,944,782.29,2023-10-29,Boleto
3049,8910,1279.77,2024-06-13,Cartão de Crédito
3050,1584,343.39,2022-12-02,Cartão de Débito
3051,5267,59.81,2023-01-26,Boleto
3052,9724,834.48,2023-01-29,Pix
3053,6457,48.2,2023-01-29,Cartão de Débito
3054,7793,160.4,2021-12-12,Cartão de Crédito
3055,3460,1683.6,2024-10-10,Cartão de Crédito
3056,3077,1139.12,2022-10-15,Cartão de Débito
3057,2886,1253.38,2022-06-27,Cartão de Crédito
3058,3636,1278.24,2023-05-21,Pix
3059,8207,106.61,2023-10-20,Cartão de Crédito
3060,8986,1352.87,2023-05-02,Boleto
3061,4253,707.38,2022-11-04,Cartão de Débito
3062,294,732.62,2024-08-18,Cartão de Crédito
3063,3441,108.82,2024-10-21,Cartão de Crédito
3064,8490,1981.29,2022-12-27,Cartão de Débito
3065,4770,819.63,2023-02-10,Cartão de Débito
3066,4081,1629.28,2024-08-29,Cartão de Crédito
3067,7166,956.23,2023-06-30,Cartão de Crédito
3068,4224,809.72,2023-08-05,Boleto
3069,446,1904.39,2022-01-26,Pix
3070,3222,1585.99,2023-05-06,Cartão de Débito
3071,2381,1758.58,2024-02-17,Cartão de Débito
3072,7364,754.72,2024-11-08,Pix
3073,789,1474.25,2023-03-24,Cartão de Crédito
3074,4013,1959.44,2023-07-20,Boleto
3075,9718,174.09,2023-03-27,Pix
3076,2341,618.82,2022-01-19,Cartão de Crédito
3077,9935,1388.65,2024-01-15,Cartão de Crédito
3078,1299,665.98,2022-06-11,Cartão de Débito
3079,4116,775.16,2023-06-20,Pix
3080,5892,460.34,2022-12-17,Pix
3081,8657,821.68,2024-04-06,Cartão de Crédito
3082,8307,1497.74,2022-01-22,Cartão de Débito
3083,2068,1878.61,2024-09-18,Cartão de Débito
3084,9839,786.57,2023-05-07,Cartão de Débito
3085,9771,1377.95,2024-02-14,Cartão de Débito
3086,1952,1256.02,2023-03-13,Pix
3087,2000,474.01,2024-04-12,Pix
3088,1619,814.59,2022-12-19,Pix
3089,5916,67.61,2024-01-23,Cartão de Débito
3090,6213,867.66,2022-11-10,Pix
3091,4250,566.1,2023-08-19,Cartão de Crédito
3092,5417,1100.81,2023-05-29,Pix
3093,4256,1556.81,2022-11-18,Boleto
3094,7091,1742.42,2023-08-09,Boleto
3095,9817,1177.75,2023-09-16,Cartão de Débito
3096,6479,120.68,2024-08-29,Pix
3097,1366,84.73,2023-08-02,Cartão de Débito
3098,7104,1057.16,2023-02-28,Cartão de Crédito
3099,9701,234.14,2024-06-09,Pix
3100,2490,316.48,2023-03-10,Cartão de Débito
3101,1758,979.33,2022-05-23,Cartão de Crédito
3102,8889,309.66,2023-05-16,Cartão de Crédito
3103,8990,1898.98,2024-09-04,Pix
3104,414,1309.15,2023-08-02,Boleto
3105,9687,1573.31,2022-10-15,Cartão de Débito
3106,8431,606.22,2024-05-08,Boleto
3107,4103,92.83,2024-06-20,Cartão de Crédito
3108,1549,67.52,2023-04-05,Cartão de Crédito
3109,9888,464.24,2024-01-28,Cartão de Débito
3110,628,620.72,2023-06-11,Cartão de Débito
3111,6561,1041.42,2023-02-15,Cartão de Crédito
3112,5529,453.57,2022-10-12,Boleto
3113,8154,1834.52,2024-04-25,Cartão de Débito
3114,1701,1640.76,2024-11-16,Cartão de Débito
3115,8268,374.0,2023-07-17,Pix
3116,1176,147.64,2023-10-03,Boleto
3117,4229,233.11,2024-02-23,Pix
3118,1824,630.64,2023-11-08,Cartão de Débito
3119,8019,1812.99,2024-10-15,Pix
3120,4053,1540.47,2022-10-25,Boleto
3121,1141,627.73,2023-10-15,Cartão de Débito
3122,7975,122.48,2023-03-13,Boleto
3123,7727,1338.57,2023-08-20,Cartão de Débito
3124,3217,763.43,2023-10-13,Cartão de Crédito
3125,962,789.87,2024-06-29,Boleto
3126,2061,633.75,2022-07-26,Pix
3127,7649,866.44,2023-05-01,Pix
3128,8393,1104.82,2024-11-29,Cartão de Débito
3129,6685,1518.55,2024-08-16,Cartão de Crédito
3130,7764,1529.46,2023-04-29,Boleto
3131,8970,491.25,2022-06-29,Boleto
3132,853,1597.77,2022-08-13,Boleto
3133,5206,1515.83,2024-09-02,Pix
3134,8947,788.97,2024-05-06,Pix
3135,9980,747.64,2023-07-30,Boleto
3136,9100,1143.24,2023-10-14,Cartão de Débito
3137,2029,525.56,2022-11-27,Pix
3138,5922,1219.11,2024-03-29,Cartão de Crédito
3139,9215,481.25,2024-07-20,Cartão de Crédito
3140,5959,830.6,2022-08-19,Cartão de Débito
3141,4195,100.22,2024-05-29,Cartão de Débito
3142,6325,630.3,2022-04-03,Cartão de Crédito
3143,2718,194.39,2023-04-11,Cartão de Crédito
3144,7972,1881.08,2023-03-03,Cartão de Crédito
3145,7454,652.33,2022-09-28,Cartão de Débito
3146,7923,832.94,2022-02-16,Pix
3147,7753,213.15,2024-02-07,Cartão de Débito
3148,3077,1230.35,2023-05-19,Cartão de Débito
3149,3368,1832.91,2022-11-08,Boleto
3150,1696,739.91,2023-12-14,Cartão de Crédito
3151,4009,787.64,2024-07-14,Cartão de Débito
3152,7939,1516.36,2024-06-15,Cartão de Débito
3153,1247,185.21,2024-04-23,Cartão de Crédito
3154,4770,845.35,2023-10-16,Cartão de Crédito
3155,5661,1090.11,2023-06-05,Cartão de Débito
3156,5443,1473.07,2023-02-04,Pix
3157,5648,1436.15,2023-05-31,Boleto
3158,461,1366.58,2024-05-14,Pix
3159,6292,1085.78,2024-10-15,Pix
3160,445,1724.94,2024-03-18,Pix
3161,7943,1455.1,2022-05-29,Pix
3162,190,1421.55,2024-01-22,Pix
3163,2263,1508.04,2022-10-04,Cartão de Crédito
3164,7319,1575.86,2023-01-12,Cartão de Débito
3165,7339,1941.96,2023-12-19,Cartão de Débito
3166,548,1489.51,2023-11-07,Cartão de Crédito
3167,1321,1533.34,2022-12-18,Cartão de Crédito
3168,4639,685.49,2024-11-29,Cartão de Débito
3169,7093,139.05,2023-07-17,Cartão de Débito
3170,9538,1088.83,2022-10-15,Boleto
3171,9668,1249.13,2023-12-10,Pix
3172,8373,315.35,2022-02-26,Pix
3173,2121,409.33,2024-10-13,Boleto
3174,5940,399.42,2022-01-05,Cartão de Débito
3175,5153,1654.25,2024-10-01,Cartão de Crédito
3176,2445,1657.04,2022-11-27,Cartão de Crédito
3177,9128,1414.84,2022-03-07,Cartão de Crédito
3178,8949,401.04,2023-05-06,Cartão de Crédito
3179,3458,608.19,2022-04-10,Boleto
3180,4097,1235.6,2021-12-26,Cartão de Débito
3181,4532,671.59,2024-10-27,Pix
3182,2782,672.35,2021-12-08,Cartão de Débito
3183,1342,1529.71,2023-02-11,Pix
3184,1323,284.73,2024-06-22,Cartão de Crédito
3185,7056,1606.65,2023-11-05,Cartão de Crédito
3186,473,488.83,2022-04-15,Boleto
3187,7374,760.72,2023-02-09,Pix
3188,6699,1145.56,2022-11-22,Boleto
3189,6070,359.49,2024-09-09,Pix
3190,4625,807.79,2023-02-25,Pix
3191,6998,737.11,2022-09-02,Cartão de Crédito
3192,7643,1744.97,2024-08-28,Boleto
3193,720,829.22,2023-01-03,Boleto
3194,1735,948.41,2023-03-19,Cartão de Crédito
3195,4662,1021.6,2024-01-26,Pix
3196,8939,316.57,2024-10-26,Boleto
3197,6287,545.73,2022-07-25,Pix
3198,8921,75.42,2023-11-14,Cartão de Crédito
3199,4386,595.51,2022-10-09,Cartão de Crédito
3200,2368,901.83,2024-03-05,Cartão de Débito
3201,6758,763.04,2022-07-31,Cartão de Débito
3202,8617,1556.22,2023-10-30,Cartão de Crédito
3203,815,884.02,2023-11-04,Boleto
3204,358,491.75,2023-12-28,Cartão de Crédito
3205,8642,527.71,2023-11-27,Cartão de Crédito
3206,9284,967.09,2022-06-04,Pix
3207,6377,1241.25,2023-08-22,Cartão de Débito
3208,4101,342.64,2023-10-29,Boleto
3209,8366,529.53,2022-10-14,Pix
3210,9781,435.25,2024-05-11,Cartão de Crédito
3211,8763,1944.82,2024-02-11,Cartão de Débito
3212,5502,942.48,2022-10-06,Boleto
3213,9441,738.44,2023-12-02,Pix
3214,127,1039.18,2024-02-14,Cartão de Débito
3215,1001,1239.08,2024-03-26,Boleto
3216,2323,410.87,2023-03-15,Cartão de Crédito
3217,94,1538.01,2023-09-13,Boleto
3218,9276,579.05,2023-11-04,Cartão de Débito
3219,474,795.47,2023-06-23,Boleto
3220,1567,214.37,2023-01-30,Cartão de Débito
3221,1411,1723.17,2023-03-21,Pix
3222,3575,960.76,2023-07-07,Cartão de Débito
3223,4176,1328.28,2022-09-16,Boleto
3224,3090,1776.57,2024-03-01,Pix
3225,745,599.16,2024-06-09,Boleto
3226,3966,439.99,2023-06-16,Pix
3227,1628,145.01,2023-11-22,Boleto
3228,1966,1774.68,2024-02-03,Boleto
3229,9058,1261.0,2022-05-16,Cartão de Crédito
3230,2744,1753.73,2024-11-01,Cartão de Débito
3231,7653,283.85,2021-12-01,Boleto
3232,7360,26.87,2023-01-03,Boleto
3233,9019,877.32,2024-01-08,Cartão de Débito
3234,3773,889.52,2023-11-09,Cartão de Crédito
3235,6253,1026.59,2021-12-16,Pix
3236,2621,152.9,2022-08-12,Boleto
3237,6514,176.82,2024-10-11,Pix
3238,1618,937.23,2024-03-28,Boleto
3239,1665,135.43,2022-10-02,Pix
3240,9522,604.05,2023-04-16,Cartão de Débito
3241,7643,227.52,2023-05-12,Boleto
3242,3563,1595.95,2023-09-09,Pix
3243,7512,873.64,2022-03-23,Cartão de Débito
3244,3266,1423.2,2023-05-30,Boleto
3245,5938,1265.96,2023-07-15,Cartão de Débito
3246,6171,1198.08,2022-10-18,Boleto
3247,2831,1970.66,2024-10-30,Boleto
3248,2515,44.56,2023-01-27,Cartão de Débito
3249,2466,387.07,2023-01-12,Boleto
3250,8959,1438.14,2022-10-07,Boleto
3251,7988,1286.24,2023-12-26,Pix
3252,942,330.27,2024-10-16,Pix
3253,6984,393.36,2023-02-06,Cartão de Crédito
3254,7271,1850.95,2023-11-10,Cartão de Débito
3255,2250,868.91,2023-07-24,Cartão de Débito
3256,5137,548.51,2022-09-25,Cartão de Débito
3257,8300,1862.71,2022-04-21,Cartão de Crédito
3258,99,1765.4,2023-08-31,Pix
3259,9419,371.38,2022-06-14,Cartão de Débito
3260,3441,1637.57,2023-01-18,Cartão de Crédito
3261,1076,1168.56,2022-05-14,Cartão de Débito
3262,6160,616.43,2022-05-09,Boleto
3263,5100,1908.44,2024-10-16,Cartão de Crédito
3264,3180,385.68,2023-10-21,Cartão de Crédito
3265,6310,686.05,2022-05-30,Cartão de Crédito
3266,5651,42.65,2024-08-13,Cartão de Crédito
3267,603,160.22,2023-12-12,Pix
3268,1863,572.02,2022-11-07,Cartão de Débito
3269,4235,217.34,2024-11-19,Cartão de Crédito
3270,5615,1757.16,2022-08-07,Boleto
3271,8130,188.52,2023-07-06,Pix
3272,5633,519.99,2022-10-17,Boleto
3273,6278,387.82,2023-03-15,Cartão de Crédito
3274,9526,390.87,2024-04-06,Cartão de Débito
3275,1042,1396.13,2022-10-16,Boleto
3276,4442,1531.79,2023-02-27,Boleto
3277,2578,576.74,2024-02-01,Cartão de Débito
3278,1726,597.62,2024-03-18,Cartão de Débito
3279,6997,700.08,2022-11-22,Cartão de Crédito
3280,7923,1523.43,2022-04-28,Cartão de Crédito
3281,3238,646.12,2022-12-19,Boleto
3282,6532,657.32,2022-01-29,Pix
3283,2858,348.29,2023-02-01,Pix
3284,4909,1410.01,2023-09-07,Cartão de Crédito
3285,6434,650.35,2022-04-29,Boleto
3286,5751,1594.06,2023-02-08,Pix
3287,5739,1183.33,2024-11-14,Boleto
3288,1515,93.63,2022-08-15,Boleto
3289,7595,1170.51,2022-12-25,Cartão de Crédito
3290,5779,444.9,2023-01-23,Boleto
3291,7050,127.59,2023-08-10,Pix
3292,4861,302.63,2022-06-15,Cartão de Crédito
3293,1957,959.38,2024-07-01,Boleto
3294,5097,1526.07,2024-10-29,Pix
3295,6321,877.56,2023-02-14,Boleto
3296,5844,1604.24,2023-01-23,Cartão de Débito
3297,844,1285.35,2024-03-08,Boleto
3298,6164,459.49,2024-02-07,Cartão de Crédito
3299,6318,1348.85,2023-10-08,Cartão de Débito
3300,318,455.63,2024-03-07,Pix
3301,1467,656.86,2022-09-30,Boleto
3302,6011,1417.11,2023-07-03,Boleto
3303,9665,1589.1,2023-02-18,Cartão de Crédito
3304,9636,1370.55,2023-12-06,Cartão de Crédito
3305,6310,1702.22,2023-12-02,Cartão de Crédito
3306,2895,315.86,2022-03-23,Boleto
3307,9258,986.84,2024-01-16,Boleto
3308,9078,1991.13,2023-03-21,Pix
3309,7239,797.78,2022-10-02,Cartão de Débito
3310,5520,859.05,2023-08-29,Boleto
3311,5921,1313.94,2024-08-31,Cartão de Crédito
3312,4919,1430.58,2023-10-15,Pix
3313,1150,379.01,2023-06-26,Pix
3314,8487,394.47,2022-04-06,Pix
3315,9924,1133.61,2022-04-04,Boleto
3316,113,1876.65,2022-11-26,Cartão de Crédito
3317,413,1877.16,2022-05-20,Cartão de Débito
3318,9578,1909.53,2023-06-20,Pix
3319,6732,402.98,2023-02-06,Cartão de Crédito
3320,6180,201.28,2023-07-02,Cartão de Débito
3321,1759,1467.27,2023-01-27,Boleto
3322,1796,1027.87,2022-07-31,Cartão de Crédito
3323,3958,37.89,2023-04-21,Boleto
3324,1541,357.4,2022-01-22,Cartão de Débito
3325,2417,488.75,2023-10-03,Cartão de Crédito
3326,152,955.22,2024-11-10,Pix
3327,7540,1505.11,2022-02-28,Cartão de Crédito
3328,4513,1680.87,2022-09-25,Boleto
3329,7501,693.66,2023-12-26,Pix
3330,5241,1418.78,2022-06-28,Cartão de Débito
3331,1337,1670.65,2023-03-22,Cartão de Débito
3332,1968,1532.11,2024-04-25,Cartão de Débito
3333,3517,1627.39,2023-03-12,Cartão de Débito
3334,5853,851.89,2022-08-19,Pix
3335,9322,27.06,2023-11-15,Cartão de Débito
3336,7733,1866.87,2023-01-25,Cartão de Crédito
3337,7570,997.4,2023-09-25,Boleto
3338,294,1322.19,2022-05-31,Cartão de Crédito
3339,5996,1018.99,2024-10-25,Boleto
3340,1187,1141.09,2024-05-19,Cartão de Débito
3341,6520,1462.45,2023-09-26,Cartão de Crédito
3342,2850,1157.14,2024-03-28,Cartão de Débito
3343,6560,891.11,2021-12-13,Cartão de Débito
3344,3412,1600.39,2023-08-18,Cartão de Débito
3345,5185,1167.66,2022-05-21,Boleto
3346,9428,1502.22,2023-12-02,Cartão de Crédito
3347,8985,645.3,2023-05-16,Boleto
3348,4829,397.71,2024-11-07,Cartão de Crédito
3349,3087,1596.97,2022-07-13,Boleto
3350,5130,680.31,2024-11-22,Cartão de Débito
3351,9605,680.07,2021-12-16,Pix
3352,7379,346.65,2022-04-14,Boleto
3353,4331,1180.53,2023-01-27,Pix
3354,9784,1017.5,2022-12-06,Boleto
3355,2234,1955.52,2023-05-11,Cartão de Crédito
3356,1589,1774.86,2024-01-09,Boleto
3357,6841,1619.12,2024-01-18,Boleto
3358,1479,357.07,2023-06-26,Pix
3359,1199,1199.59,2024-09-03,Cartão de Débito
3360,2509,1870.27,2023-12-27,Pix
3361,6502,580.11,2022-06-04,Boleto
3362,4567,190.89,2022-05-12,Boleto
3363,1227,1944.8,2024-03-28,Cartão de Débito
3364,6157,744.25,2022-05-08,Cartão de Débito
3365,2597,603.53,2024-09-20,Cartão de Débito
3366,6963,174.59,2024-04-19,Cartão de Crédito
3367,2416,891.99,2024-06-03,Pix
3368,9807,1312.55,2023-11-18,Boleto
3369,2808,1845.63,2023-03-10,Pix
3370,8602,660.77,2024-06-10,Cartão de Débito
3371,4259,1490.19,2024-08-13,Pix
3372,6582,948.21,2022-11-19,Pix
3373,9827,1247.72,2024-09-25,Pix
3374,8291,1177.94,2024-08-18,Cartão de Débito
3375,3154,994.71,2022-07-13,Cartão de Débito
3376,4409,1855.26,2024-05-28,Boleto
3377,7560,1751.4,2022-07-14,Pix
3378,3420,171.81,2022-12-07,Pix
3379,9578,1255.93,2023-06-04,Pix
3380,8026,249.08,2022-02-18,Pix
3381,2240,1951.15,2022-07-16,Pix
3382,4746,289.33,2022-10-14,Cartão de Crédito
3383,8602,1952.4,2022-09-15,Cartão de Débito
3384,2055,187.2,2024-11-11,Cartão de Crédito
3385,2854,1603.5,2024-04-19,Pix
3386,5063,1963.82,2022-03-14,Cartão de Crédito
3387,4512,550.81,2023-08-24,Cartão de Crédito
3388,885,1223.71,2022-05-15,Pix
3389,4507,548.02,2024-10-15,Cartão de Crédito
3390,540,1019.82,2023-03-06,Cartão de Débito
3391,4999,1294.55,2022-02-23,Boleto
3392,7021,24.47,2023-09-25,Cartão de Débito
3393,3902,1943.15,2024-02-23,Cartão de Débito
3394,3256,379.38,2023-10-16,Boleto
