id_pedido,id_cliente,data_pedido,valor_total
2832,9880,2023-03-22,1959.65
2833,3994,2022-04-29,864.79
2834,8496,2024-09-07,1607.27
2835,3428,2024-05-09,1218.86
2836,8616,2022-01-16,1178.87
2837,204,2024-01-28,842.62
2838,5401,2024-05-22,1466.73
2839,7049,2024-05-29,47.03
2840,4282,2022-02-27,947.39
2841,1392,2023-07-21,1593.63
2842,2208,2022-05-19,1713.47
2843,9994,2024-03-12,1720.02
2844,6025,2023-07-10,1934.57
2845,731,2024-11-27,1109.82
2846,9850,2022-09-05,1706.09
2847,5446,2023-03-02,1701.98
2848,532,2021-12-23,698.63
2849,9001,2024-03-30,1320.22
2850,2483,2024-10-11,1088.88
2851,3002,2022-01-07,1024.54
2852,6750,2024-03-20,1571.66
2853,5206,2024-11-27,1423.45
2854,708,2022-05-17,1458.5
2855,3551,2022-09-24,63.59
2856,3254,2022-08-10,437.44
2857,3760,2024-11-12,1222.3
2858,8007,2023-11-12,824.52
2859,5647,2023-05-09,1798.89
2860,7649,2024-09-26,1525.29
2861,5108,2024-01-12,1452.52
2862,9861,2024-08-21,1641.26
2863,5155,2024-09-13,1037.03
2864,9941,2022-02-04,263.02
2865,3134,2024-02-24,1111.27
2866,7665,2024-03-05,1435.92
2867,8830,2022-09-03,466.79
2868,988,2023-01-16,367.91
2869,1278,2022-02-19,1167.85
2870,9373,2022-05-23,871.17
2871,68,2023-04-24,42.17
2872,7656,2024-08-16,1378.69
2873,1884,2023-01-12,362.67
2874,5374,2022-06-08,1477.39
2875,8434,2024-11-04,1661.65
2876,5351,2023-12-26,1479.47
2877,8551,2023-09-23,1942.5
2878,743,2022-04-21,1200.09
2879,8798,2022-08-26,872.59
2880,9378,2024-06-21,964.64
2881,1820,2024-04-07,1300.72
2882,7707,2022-06-11,588.29
2883,1150,2024-08-15,1804.18
2884,9303,2023-05-26,979.51
2885,3214,2024-01-18,474.65
2886,8616,2023-07-04,845.6
2887,9988,2024-05-17,1135.25
2888,4227,2022-08-11,1377.53
2889,9550,2024-09-11,304.69
2890,1009,2022-08-12,625.45
2891,9840,2022-07-05,48.66
2892,9256,2022-04-19,981.57
2893,4966,2022-03-10,287.57
2894,2564,2022-09-22,1082.99
2895,632,2022-12-01,1141.58
2896,8686,2024-11-03,586.12
2897,6309,2024-09-01,977.29
2898,5618,2023-08-21,484.64
2899,7568,2022-01-05,1310.58
2900,5961,2024-01-10,1319.76
2901,7662,2024-02-20,1911.41
2902,8308,2023-05-27,195.03
2903,211,2022-06-15,426.49
2904,456,2022-09-10,1691.25
2905,1580,2023-03-19,1587.51
2906,2168,2023-01-15,871.72
2907,6228,2024-04-02,1259.78
2908,6072,2022-11-19,49.06
2909,7321,2022-05-20,873.87
2910,1118,2024-11-20,1981.56
2911,5146,2023-06-11,1628.26
2912,7226,2023-07-17,1766.05
2913,7549,2021-12-15,790.39
2914,5417,2022-08-10,58.37
2915,8158,2023-07-13,1554.94
2916,7180,2023-09-05,1842.33
2917,8166,2023-05-17,1045.02
2918,9139,2023-08-25,421.66
2919,1971,2024-10-02,1883.76
2920,3855,2022-07-25,1964.14
2921,3683,2023-12-04,1812.64
2922,8284,2024-03-19,1480.19
2923,3401,2022-04-06,1069.63
2924,8294,2023-10-07,287.02
2925,1988,2023-02-12,591.75
2926,7804,2024-06-07,253.64
2927,775,2024-08-23,415.28
2928,8377,2023-05-31,1033.79
2929,2577,2023-04-25,214.5
2930,2188,2024-07-11,1902.71
2931,5795,2024-04-08,1986.34
2932,8153,2022-05-22,1602.62
2933,2603,2022-08-05,1852.31
2934,7243,2024-04-09,1590.75
2935,1448,2022-08-26,271.25
2936,9598,2022-04-22,1069.79
2937,6840,2021-12-27,630.97
2938,4027,2024-09-09,1508.84
2939,1110,2024-02-20,1415.41
2940,4683,2022-11-02,404.82
2941,6082,2022-08-20,927.39
2942,7534,2024-05-28,1400.15
2943,799,2022-09-03,54.96
2944,6305,2024-01-20,1049.82
2945,80,2022-03-21,597.3
2946,1321,2021-12-26,803.65
2947,4063,2024-09-14,755.4
2948,2530,2023-01-13,1321.42
2949,555,2022-05-25,1666.51
2950,2396,2022-11-11,772.25
2951,118,2022-05-12,997.85
2952,8631,2023-11-06,520.6
2953,5275,2024-05-21,1808.27
2954,3488,2024-11-14,1848.27
2955,8555,2024-10-22,194.79
2956,3018,2021-12-20,447.77
2957,5756,2024-04-08,735.05
2958,7310,2022-02-01,914.92
2959,5949,2022-04-02,518.82
2960,8747,2023-07-06,1045.37
2961,392,2023-03-28,1261.86
2962,2265,2024-03-24,1703.19
2963,6080,2023-05-20,1717.96
2964,3226,2023-02-27,1871.32
2965,2549,2023-01-11,309.71
2966,3570,2022-12-24,70.77
2967,5964,2024-06-28,704.0
2968,9413,2023-05-08,1479.96
2969,9580,2024-07-26,1241.75
2970,1179,2023-02-19,287.06
2971,5413,2023-02-27,574.66
2972,3492,2024-01-26,411.93
2973,1236,2024-03-16,472.43
2974,5142,2024-09-19,1919.5
2975,7026,2024-01-16,1632.53
2976,7374,2021-12-14,1758.85
2977,9787,2024-03-19,1848.37
2978,398,2023-03-07,202.34
2979,4598,2023-10-15,1300.04
2980,4023,2022-09-07,1224.01
2981,5453,2023-03-08,1681.4
2982,4458,2024-03-31,935.42
2983,382,2022-03-28,841.66
2984,4025,2024-07-19,203.16
2985,213,2024-06-02,1118.79
2986,8367,2022-10-10,34.59
2987,6035,2023-04-18,819.03
2988,1601,2023-06-18,538.76
2989,6416,2022-12-10,1274.02
2990,3077,2024-04-08,1991.0
2991,346,2024-05-09,1292.15
2992,5270,2023-04-06,262.08
2993,3186,2024-08-08,1557.16
2994,6763,2022-07-14,1829.83
2995,8480,2023-09-16,641.62
2996,6371,2023-07-08,1000.96
2997,2476,2022-04-06,1184.17
2998,3980,2024-10-22,1996.4
2999,9461,2023-07-08,636.53
3000,8181,2024-03-28,234.79
3001,9298,2024-10-09,1842.24
3002,3570,2023-06-02,205.68
3003,9733,2023-08-24,1194.39
3004,6796,2022-09-07,22.6
3005,1329,2022-10-21,1737.36
3006,789,2023-07-16,34.86
3007,6365,2022-12-27,1471.56
3008,7610,2024-01-05,1317.52
3009,3417,2022-12-17,1349.79
3010,8299,2024-07-15,207.85
3011,5204,2022-05-03,1463.45
3012,6172,2024-05-20,1848.52
3013,5113,2024-04-15,1715.17
3014,1602,2022-10-07,685.53
3015,1539,2024-02-12,1728.36
3016,1788,2024-06-28,488.55
3017,1186,2022-10-11,397.75
3018,8945,2024-11-03,1479.04
3019,3503,2023-04-19,991.1
3020,8777,2023-04-18,1354.94
3021,3772,2022-01-24,790.43
3022,8060,2023-05-02,1649.47
3023,8814,2022-06-11,976.58
3024,8918,2024-04-26,866.76
3025,9063,2024-05-22,1626.34
3026,1055,2021-12-21,54.59
3027,9612,2023-05-18,684.24
3028,7625,2023-04-02,1756.16
3029,4850,2024-04-08,376.74
3030,894,2022-10-06,280.99
3031,896,2023-09-10,1179.02
3032,662,2022-06-20,1994.39
3033,5243,2024-02-09,1484.62
3034,9905,2022-08-19,1727.26
3035,1447,2023-09-08,963.37
3036,5627,2023-07-12,713.1
3037,3027,2022-11-24,204.94
3038,5004,2021-12-25,577.75
3039,1830,2024-02-21,1996.89
3040,3229,2024-08-26,403.1
3041,3605,2024-03-03,1759.48
3042,3687,2022-03-26,384.41
3043,8252,2024-01-12,696.62
3044,5305,2022-05-18,678.82
3045,86,2024-11-05,1400.4
3046,5121,2023-04-24,1964.63
3047,1001,2023-12-02,1786.81
3048,1058,2023-11-19,1841.57
3049,9810,2024-04-03,985.53
3050,7285,2022-06-24,1650.82
3051,3993,2024-09-13,332.19
3052,7976,2023-01-07,1196.61
3053,2764,2023-11-20,341.66
3054,4717,2023-03-24,1833.81
3055,1340,2023-10-05,1038.52
3056,8640,2022-10-19,1253.72
3057,5799,2022-01-30,1852.72
3058,6166,2022-07-01,964.22
3059,6141,2023-08-08,448.4
3060,5077,2024-07-14,772.96
3061,7763,2024-04-04,1930.87
3062,7052,2023-01-19,1989.94
3063,5509,2024-02-23,1791.83
3064,3246,2022-10-01,1407.59
3065,82,2024-03-16,1555.61
3066,6884,2022-06-25,1770.18
3067,5627,2022-06-23,682.02
3068,8786,2024-10-22,1057.87
3069,2548,2022-02-11,614.82
3070,5563,2022-07-23,1938.42
3071,3508,2024-10-27,569.03
3072,5396,2022-01-18,542.63
3073,7858,2022-02-13,347.48
3074,645,2022-04-07,1134.09
3075,3890,2022-06-15,352.55
3076,2304,2024-01-25,1691.94
3077,4561,2023-09-12,779.07
3078,514,2023-02-06,1188.64
3079,8505,2022-09-09,1890.51
3080,9006,2022-09-21,1058.91
3081,9448,2022-02-18,704.66
3082,8634,2024-10-07,784.07
3083,8299,2023-05-19,1521.34
3084,7809,2023-06-05,1378.05
3085,7078,2022-07-17,552.44
3086,1053,2023-07-06,1826.63
3087,7165,2024-05-20,478.99
3088,3536,2022-03-12,1142.6
3089,1128,2022-02-13,429.05
3090,7542,2022-03-26,873.22
3091,9911,2023-11-08,379.43
3092,6581,2023-07-03,731.15
3093,3438,2022-09-23,926.31
3094,1817,2024-11-19,885.84
3095,8981,2022-04-04,840.81
3096,2585,2022-12-22,1450.74
3097,4112,2023-03-08,393.4
3098,1621,2021-12-18,1108.68
3099,6699,2023-02-19,1218.52
3100,8090,2022-12-22,1963.19
3101,7226,2023-08-11,97.77
3102,4325,2022-12-30,1458.65
3103,3331,2024-07-22,149.07
3104,1892,2023-12-17,1933.62
3105,3371,2023-06-21,1057.04
3106,9616,2022-03-19,636.17
3107,3729,2023-07-06,165.43
3108,9746,2024-03-14,586.67
3109,8460,2023-09-05,909.25
3110,2950,2023-01-14,1319.03
3111,5057,2024-01-16,414.96
3112,294,2022-10-23,1215.85
3113,7864,2022-08-11,896.36
3114,3607,2023-12-21,1685.15
3115,8232,2023-07-03,1083.41
3116,4859,2023-06-05,1534.01
3117,5572,2022-09-16,1327.65
3118,3474,2024-04-30,1298.63
3119,8291,2023-03-10,277.49
3120,7794,2024-07-22,435.24
3121,3617,2022-07-24,556.5
3122,9818,2022-01-31,600.64
3123,3001,2024-10-10,1495.96
3124,5859,2022-03-05,269.85
3125,5609,2022-01-13,293.13
3126,6816,2024-08-03,986.21
3127,5770,2023-06-12,1177.84
3128,2071,2022-01-16,447.28
3129,7502,2022-08-22,766.09
3130,6472,2024-11-14,540.17
3131,8217,2022-12-15,1990.37
3132,6466,2023-06-04,1730.09
3133,5972,2022-06-20,145.78
3134,5811,2022-05-28,312.92
3135,8697,2021-12-06,560.59
3136,9765,2021-12-25,1699.32
3137,2361,2024-07-01,28.72
3138,9180,2022-11-17,1659.42
3139,2995,2022-08-16,701.2
3140,8200,2022-06-03,226.07
3141,2400,2022-05-09,345.2
3142,3437,2022-03-06,902.33
3143,8645,2024-03-07,978.21
3144,3257,2022-10-01,1988.99
3145,4788,2023-02-27,777.12
3146,2124,2024-10-23,364.33
3147,327,2022-07-03,1887.79
3148,1271,2023-02-28,807.46
3149,9927,2024-09-05,1918.12
3150,9909,2024-11-11,1916.02
3151,3200,2024-10-09,1536.08
3152,6011,2023-01-11,1140.39
3153,991,2023-06-23,1215.75
3154,8340,2022-03-06,1642.57
3155,7248,2024-11-23,448.41
3156,4982,2022-01-18,1465.46
3157,2378,2023-06-24,1712.23
3158,5550,2023-01-28,379.94
3159,7702,2023-01-14,794.64
3160,6422,2021-12-19,356.71
3161,5159,2022-06-29,1734.34
3162,6086,2022-03-27,896.48
3163,4114,2024-03-18,750.09
3164,496,2023-06-26,1257.94
3165,2046,2024-05-08,1621.17
3166,8285,2022-03-12,272.68
3167,6167,2024-04-23,20.85
3168,2570,2022-02-02,787.49
3169,897,2023-04-09,795.36
3170,9066,2022-05-09,947.63
3171,3236,2022-11-23,1707.24
3172,6898,2023-12-28,130.88
3173,1335,2023-04-16,1917.85
3174,4028,2023-12-22,282.69
3175,4760,2023-05-17,386.24
3176,8014,2022-01-03,49.86
3177,8893,2022-12-21,1460.46
3178,587,2023-06-11,678.42
3179,5634,2023-03-26,76.33
3180,457,2023-01-03,1423.14
3181,511,2022-01-19,1499.39
3182,6399,2023-06-17,271.25
3183,8744,2022-10-19,1678.51
3184,7178,2024-10-29,1043.55
3185,5306,2023-11-30,100.64
3186,8915,2022-08-26,1352.45
3187,8340,2022-01-29,1968.63
3188,2172,2024-11-26,671.01
3189,6589,2023-06-29,1616.98
3190,8722,2022-05-10,1885.75
3191,4246,2022-01-17,1740.55
3192,6830,2024-06-26,1891.16
3193,3144,2024-03-30,1421.74
3194,2752,2023-06-21,157.16
3195,6986,2023-07-18,713.01
3196,6860,2022-01-06,179.72
3197,9560,2023-01-23,1801.68
3198,6760,2024-05-23,1093.34
3199,7356,2023-03-26,1699.2
3200,811,2023-11-29,1899.97
3201,6158,2022-12-09,1761.59
3202,4199,2022-10-09,1846.85
3203,4779,2024-10-23,453.59
3204,5111,2024-01-28,1449.68
3205,9155,2022-11-04,1226.92
3206,7552,2023-01-11,489.35
3207,8352,2024-09-10,1921.05
3208,9335,2022-03-26,1389.85
3209,7699,2023-09-15,1556.12
3210,394,2023-04-22,619.21
3211,5630,2024-06-10,103.09
3212,8581,2023-10-03,569.15
3213,921,2023-04-06,1553.28
3214,6710,2023-06-25,1623.41
3215,9507,2023-08-26,1066.02
3216,1629,2023-11-25,1878.6
3217,5276,2024-03-29,230.02
3218,5953,2023-08-14,1179.09
3219,1701,2022-12-05,178.45
3220,2108,2023-04-10,1254.01
3221,646,2024-06-13,496.33
3222,2327,2022-06-10,1847.33
3223,7202,2023-11-28,1583.88
3224,1500,2024-06-13,1960.9
3225,5562,2024-01-07,1100.86
3226,6709,2023-08-09,1370.27
3227,9711,2023-11-15,1888.63
3228,2629,2022-08-09,750.89
3229,6403,2024-07-06,327.49
3230,3561,2024-11-28,1599.84
3231,4030,2022-09-04,344.48
3232,4606,2024-01-10,1597.31
3233,8841,2023-10-18,923.93
3234,6111,2022-09-12,265.25
3235,4507,2023-04-09,787.97
3236,8023,2024-04-01,987.98
3237,7503,2023-11-02,378.08
3238,844,2023-08-29,1405.95
3239,4651,2022-02-10,1420.95
3240,9315,2024-04-11,304.28
3241,2149,2022-03-27,609.65
3242,5749,2023-11-03,215.33
3243,2423,2023-02-04,1371.35
3244,6612,2023-01-29,1908.36
3245,1154,2023-11-22,1625.36
3246,1911,2024-04-18,817.3
3247,7308,2023-10-11,560.87
3248,367,2024-05-24,631.1
3249,385,2021-12-07,294.57
3250,1090,2023-01-16,1499.11
3251,2401,2024-04-26,208.66
3252,9986,2024-05-05,1926.24
3253,325,2022-05-12,688.99
3254,4074,2022-10-15,1811.56
3255,6342,2023-12-26,1283.17
3256,1371,2022-06-01,75.74
3257,281,2022-06-02,688.56
3258,9993,2023-01-13,139.68
3259,2766,2024-02-10,411.5
3260,1098,2024-06-25,68.24
3261,1017,2022-03-24,445.82
3262,7782,2024-11-22,1656.56
3263,8927,2022-05-03,1437.69
3264,2249,2022-11-24,1212.33
3265,3053,2022-08-14,1628.24
3266,9185,2023-04-19,1196.47
3267,29,2022-08-14,939.33
3268,1297,2024-06-05,1877.26
3269,6613,2022-02-13,1228.37
3270,8826,2024-01-15,76.07
3271,618,2022-07-17,1927.76
3272,4912,2023-05-01,1229.12
3273,7633,2022-01-08,89.47
3274,5275,2022-08-24,1604.24
3275,1856,2023-11-12,332.58
3276,3313,2021-12-15,417.97
3277,9704,2023-10-24,233.26
3278,9782,2022-07-05,439.97
3279,5277,2023-12-11,1905.15
3280,4718,2024-01-17,1670.1
3281,8240,2024-01-20,676.63
3282,7646,2023-01-31,278.86
3283,134,2022-06-13,1967.65
3284,6073,2022-12-15,1787.12
3285,4928,2024-10-11,1031.09
3286,6881,2024-10-02,1159.24
3287,4890,2022-09-30,1295.13
3288,6857,2022-04-26,1014.46
3289,9374,2021-12-11,449.64
3290,8673,2024-05-10,634.86
3291,41,2023-06-27,1984.9
3292,6470,2022-04-04,1911.42
3293,7311,2022-03-02,1906.45
3294,2611,2024-01-12,1601.21
3295,5203,2023-04-17,632.07
3296,3988,2022-10-31,647.23
3297,9381,2023-04-06,1963.32
3298,312,2024-03-02,1755.94
3299,2828,2022-07-29,455.01
3300,5470,2022-09-11,445.56
3301,6251,2024-06-11,556.11
3302,6257,2022-04-09,1996.91
3303,576,2024-11-10,1846.78
3304,4484,2022-08-18,1862.79
3305,154,2022-12-22,1316.75
3306,7485,2024-06-18,457.27
3307,3399,2022-07-26,1210.08
3308,1819,2022-06-21,105.0
3309,2664,2023-10-03,1324.55
3310,2591,2024-03-08,375.64
3311,3454,2023-04-10,1518.53
3312,7363,2023-03-04,929.78
3313,7292,2024-07-31,973.9
3314,2605,2024-08-07,392.09
3315,2888,2024-03-12,1053.98
3316,2124,2023-03-21,1992.4
3317,9726,2022-03-04,235.81
3318,2360,2024-10-16,89.71
3319,1321,2024-01-29,875.37
3320,5996,2022-01-01,329.8
3321,4080,2024-10-13,1935.03
3322,7246,2022-01-06,1379.0
3323,9121,2024-04-01,1241.37
3324,8112,2022-06-18,186.06
3325,7177,2022-04-16,1191.58
3326,7400,2023-03-30,1119.18
3327,5018,2021-12-31,1485.19
3328,5713,2024-10-06,813.92
3329,1345,2024-03-12,613.01
3330,9938,2024-07-09,557.93
3331,6500,2022-05-19,1958.6
3332,8699,2023-05-29,1119.19
3333,4415,2022-06-18,1675.79
3334,4234,2022-02-17,1840.34
3335,9884,2022-05-18,1031.95
3336,4658,2023-05-01,942.28
3337,9561,2022-09-13,1928.65
3338,684,2024-08-22,1039.0
3339,9116,2022-07-10,1057.74
3340,8930,2022-12-14,559.75
3341,4250,2022-05-23,659.81
3342,955,2023-06-28,231.59
3343,7345,2023-05-21,1762.59
3344,2174,2024-10-31,675.86
3345,3017,2022-07-16,845.6
3346,6295,2024-11-04,623.59
3347,602,2022-07-10,1620.73
3348,1329,2024-08-23,1361.99
3349,8757,2022-08-25,1300.0
3350,6612,2023-03-03,1728.76
3351,5977,2024-06-19,1340.53
3352,1925,2023-03-29,528.57
3353,5956,2022-06-01,227.71
3354,7435,2022-08-31,1138.69
3355,9052,2022-10-12,1943.38
3356,4328,2022-04-14,451.1
3357,6533,2023-08-12,902.67
3358,4694,2024-07-29,543.02
3359,7874,2023-09-29,1243.04
3360,307,2024-07-17,801.88
3361,1838,2022-05-20,53.39
3362,9981,2024-06-26,1739.71
3363,3028,2024-09-25,1988.51
3364,8125,2023-10-14,161.17
3365,8451,2023-12-06,1098.69
3366,3007,2022-09-26,1911.63
3367,2651,2022-02-26,385.69
3368,1278,2023-06-16,215.03
3369,2446,2022-12-31,949.41
3370,2593,2022-09-24,257.75
3371,2842,2023-11-19,1432.14
3372,7515,2024-09-01,543.68
3373,2335,2023-09-06,835.73
3374,5119,2022-04-19,980.45
3375,2453,2022-04-30,595.17
3376,5016,2022-05-26,93.56
3377,874,2022-06-24,662.59
3378,4726,2024-05-19,1074.27
3379,6602,2024-03-04,1334.56
3380,3361,2023-02-07,1600.7
3381,721,2022-08-26,1921.51
3382,3379,2022-05-05,462.99
3383,9414,2023-07-22,440.09
3384,3986,2024-11-13,26.86
3385,6237,2023-12-09,399.61
3386,7223,2022-03-22,173.0
3387,8113,2024-08-08,61.31
3388,1343,2022-01-19,1638.8
3389,6340,2023-10-13,903.09
3390,5440,2022-02-26,486.06
3391,7064,2021-12-22,595.69
3392,1707,2023-06-28,682.7
3393,3809,2023-01-22,180.7
3394,2724,2023-01-14,1794.24
3395,236,2023-03-16,1388.05
3396,6237,2023-06-01,1199.59
3397,9774,2023-10-31,148.76
3398,3441,2024-01-08,49.47
3399,2148,2023-01-29,1190.36
3400,1742,2024-06-27,551.89
3401,6255,2024-02-03,1502.45
3402,955,2021-12-23,1637.49
3403,7367,2024-04-17,1840.27
3404,1663,2024-08-19,1249.06
3405,4509,2023-09-12,1290.14
3406,4245,2024-10-27,1704.58
3407,1213,2022-04-02,500.86
3408,6189,2022-10-17,1457.1
3409,5132,2022-01-09,1876.73
3410,4788,2024-06-20,446.62
3411,1644,2022-12-24,886.5
3412,8231,2024-06-02,927.47
3413,9230,2022-03-31,1421.18
3414,2673,2022-08-17,459.27
3415,2557,2022-01-11,1494.53
3416,9187,2024-05-06,731.44
3417,8541,2023-12-09,574.81
3418,2560,2023-04-23,1397.6
3419,2222,2023-03-04,1367.66
3420,9745,2022-12-06,1956.45
3421,1443,2023-06-14,1507.1
3422,3504,2023-05-20,447.68
3423,3586,2023-01-27,26.82
3424,9183,2024-02-12,1393.42
3425,5408,2022-12-03,1746.29
3426,2501,2022-09-08,774.35
3427,7278,2024-07-02,808.79
3428,6509,2024-10-07,886.4
3429,1271,2022-02-20,487.57
3430,4202,2024-04-29,1786.85
3431,2283,2022-03-01,1440.0
3432,9680,2023-01-06,584.96
3433,5668,2023-02-28,446.6
3434,1919,2024-08-05,747.85
3435,2810,2024-10-05,1904.74
3436,8693,2022-10-27,404.31
3437,6307,2022-08-22,1140.29
3438,362,2021-12-18,218.98
3439,2225,2024-06-11,1270.1
3440,7974,2022-01-04,279.11
3441,7481,2022-12-17,1271.02
3442,349,2022-08-10,1564.97
3443,398,2022-05-05,575.11
3444,4778,2023-07-12,405.15
3445,1750,2024-05-20,268.99
3446,169,2022-08-03,814.31
3447,2576,2024-10-12,877.78
3448,4589,2022-12-17,1901.99
3449,2240,2024-01-13,579.07
3450,3665,2023-09-09,1026.42
3451,1053,2023-06-20,583.68
3452,4730,2023-07-20,954.88
3453,224,2022-10-16,1195.35
3454,4557,2023-07-21,1513.4
3455,8775,2024-02-11,1329.18
3456,7369,2022-05-26,1440.09
3457,8637,2022-07-03,1839.97
3458,908,2024-03-12,1517.61
3459,8116,2024-07-13,1815.74
3460,1449,2022-09-20,1972.76
3461,2540,2023-03-01,479.51
3462,6154,2021-12-16,519.94
3463,2036,2024-09-28,1387.21
3464,8961,2024-09-15,859.24
3465,6098,2022-10-01,979.49
3466,1165,2024-05-22,260.64
3467,3691,2023-09-17,1713.16
3468,472,2024-05-20,1017.77
3469,6293,2023-12-25,644.25
3470,3912,2024-04-23,1753.78
3471,9716,2023-09-18,1558.59
3472,5243,2022-05-13,290.08
3473,5755,2022-12-29,916.83
3474,7116,2023-05-20,1932.33
3475,6988,2024-05-21,86.9
3476,9874,2022-01-15,1398.0
3477,6607,2024-10-05,1366.17
3478,9805,2021-12-10,1510.49
3479,5454,2024-10-26,951.63
3480,1457,2024-01-15,1804.36
3481,5011,2024-06-28,292.34
3482,3293,2023-10-12,995.41
3483,5130,2022-03-24,311.71
3484,5390,2023-04-07,1687.14
3485,5960,2024-04-29,574.32
3486,7656,2023-07-16,1699.47
3487,878,2024-06-15,1445.19
3488,8841,2023-10-05,811.88
3489,9916,2023-08-25,1475.83
3490,6189,2023-10-27,860.19
3491,2813,2022-08-16,118.57
3492,8334,2023-12-04,1808.39
3493,583,2023-05-07,1989.56
3494,7309,2024-08-13,1632.43
3495,8143,2024-05-17,342.13
3496,8463,2023-01-07,348.97
3497,572,2023-02-21,564.72
3498,7740,2023-03-15,1331.75
3499,5840,2024-06-11,757.04
3500,9742,2023-01-25,1486.75
3501,3790,2022-02-20,1581.01
3502,1559,2022-11-14,111.76
3503,636,2023-01-08,40.58
3504,6163,2024-01-12,1547.44
3505,8244,2022-10-22,1348.13
3506,4775,2023-06-30,1487.22
3507,8668,2022-05-26,1960.2
3508,4226,2022-10-28,1680.76
3509,5115,2023-01-01,1588.06
3510,5236,2023-07-22,1409.48
3511,2103,2023-04-13,996.45
3512,6918,2024-05-26,1509.18
3513,5899,2023-04-15,468.43
3514,7524,2023-03-04,924.73
3515,7335,2024-04-16,1645.3
3516,2671,2023-10-26,1823.31
3517,2356,2024-06-18,825.93
3518,1766,2024-01-25,1355.16
3519,7620,2024-09-07,965.09
3520,3270,2023-12-24,133.25
3521,7492,2022-03-31,302.84
3522,9126,2024-05-23,919.42
3523,4406,2024-10-19,52.37
3524,9992,2022-06-28,71.33
3525,6506,2022-07-24,232.77
3526,3447,2023-08-03,1044.56
3527,7019,2023-02-11,1882.4
3528,8466,2023-03-12,1011.62
3529,6277,2024-04-18,1562.59
3530,2744,2023-11-14,153.34
3531,6864,2024-11-15,715.13
3532,6020,2022-12-06,1783.38
3533,8955,2024-03-30,855.18
3534,8254,2022-06-14,1271.18
3535,3187,2023-05-23,1349.53
3536,7362,2024-03-24,695.05
3537,8268,2022-05-01,325.9
3538,804,2024-08-01,827.37
3539,3068,2024-10-07,1199.62
3540,9294,2023-02-03,427.27
3541,2310,2024-09-29,1187.91
3542,3497,2022-03-04,1760.22
3543,8476,2023-08-18,1767.29
3544,5031,2024-05-03,388.06
3545,8931,2024-04-11,1358.97
3546,9052,2022-08-29,499.07
3547,5714,2022-06-27,435.05
3548,9354,2023-12-08,1964.69
3549,2336,2023-08-13,1747.64
3550,1244,2024-10-25,1934.38
3551,7942,2022-10-30,218.42
3552,985,2023-04-20,256.29
3553,3113,2024-10-29,1827.33
3554,9498,2023-04-24,1184.79
3555,4738,2024-11-18,451.28
3556,8499,2022-08-18,1968.05
3557,5392,2022-07-05,389.07
3558,877,2024-10-01,424.44
3559,3494,2022-10-20,790.93
3560,4038,2024-08-21,1216.02
3561,17,2022-01-02,811.19
3562,122,2022-05-04,1400.0
3563,9506,2021-12-29,599.96
3564,949,2022-04-11,642.49
3565,824,2022-10-12,1968.09
3566,5369,2024-10-09,668.98
3567,9075,2023-03-17,507.83
3568,7410,2023-12-24,1101.32
3569,9316,2023-02-05,492.26
3570,2867,2024-06-11,476.07
3571,6663,2022-01-05,1536.75
3572,3463,2023-01-11,1854.8
3573,9850,2024-08-02,1579.43
3574,4805,2022-11-25,1913.95
3575,5188,2024-03-10,1654.75
3576,9537,2023-10-28,545.19
3577,331,2023-02-04,1993.23
3578,2110,2024-09-13,161.42
3579,2452,2024-04-04,1311.59
3580,3516,2023-09-29,180.88
3581,4871,2022-05-13,921.61
3582,6391,2024-01-15,1154.89
3583,6965,2022-04-10,481.24
3584,398,2023-05-31,1947.77
3585,6072,2022-11-19,792.23
3586,623,2022-04-01,536.9
3587,1330,2022-10-14,295.99
3588,6004,2022-11-17,1952.21
3589,7970,2022-06-30,1925.71
3590,419,2023-08-26,1624.36
3591,7183,2022-11-15,506.55
3592,5645,2024-10-07,971.89
3593,994,2023-02-23,1074.44
3594,7404,2022-08-07,875.05
3595,5147,2022-05-29,1740.09
3596,6867,2023-03-28,443.92
3597,2807,2023-08-18,1952.73
3598,1640,2024-06-03,1026.02
3599,7861,2022-12-04,1738.87
3600,4485,2024-09-18,746.1
3601,8635,2022-12-25,1930.3
3602,7613,2023-06-24,200.73
3603,2728,2022-08-21,142.21
3604,813,2022-04-21,1934.88
3605,9289,2024-11-19,1026.45
3606,273,2023-12-10,1046.29
3607,8030,2024-03-23,1733.88
3608,4497,2022-07-22,305.69
3609,1534,2022-04-10,1478.21
3610,749,2022-01-17,539.6
3611,2853,2024-10-01,604.79
3612,3989,2021-12-28,135.95
3613,7578,2022-04-09,1222.01
3614,5912,2023-03-20,937.01
3615,3546,2024-05-17,1572.39
3616,7250,2023-09-03,1324.98
3617,7245,2021-12-26,783.92
3618,312,2023-07-22,497.74
3619,8223,2024-01-18,1745.85
3620,5232,2024-08-26,1729.2
3621,5510,2022-09-14,1092.49
3622,3674,2024-01-08,1431.73
3623,3537,2022-04-26,881.69
3624,2450,2022-07-05,840.18
3625,1920,2022-10-29,114.47
3626,4877,2023-04-07,1755.11
3627,6720,2021-12-25,226.53
3628,3989,2023-05-10,235.01
3629,5715,2022-04-29,1512.05
3630,3196,2024-02-09,1644.06
3631,4986,2022-08-03,748.68
3632,9680,2022-12-10,1149.47
3633,5404,2024-03-18,377.18
3634,5203,2022-09-18,255.5
